"id","example","intent_id"
10795,"28.68985429,77.14140885 BC BRPL",88
10796,"28.6982591,77.13788036 BC BRPL",88
10797,"28.6875927,77.15123244 BC BRPL",88
10798,"28.63813616,77.13035924 BC BRPL",88
10799,"28.64128268,77.13210432 BC BRPL",88
10800,"28.65395041,77.13463805 BC BRPL",88
10801,"28.65767937,77.13799664 BC BRPL",88
10802,"28.66048611,77.13670928 BC BRPL",88
10803,"28.66080122,77.12988671 BC BRPL",88
10804,"28.66574255,77.13661826 BC BRPL",88
10805,"28.66770173,77.14623945 BC BRPL",88
10806,"28.61417082,77.3117913 BC BRPL",88
10807,"28.61587709,77.31735316 BC BRPL",88
10808,"28.61508028,77.31487982 BC BRPL",88
10809,"28.61686464,77.32073358 BC BRPL",88
10810,"28.61882961,77.31498698 BC BRPL",88
10811,"28.61956286,77.33403742 BC BRPL",88
10812,"28.61298328,77.29176453 BC BRPL",88
10813,"28.61193609,77.29258041 BC BRPL",88
10814,"28.6187317,77.29014051 BC BRPL",88
10815,"28.62440614,77.30182383 BC BRPL",88
10816,"28.62213881,77.30358876 BC BRPL",88
10817,"28.62102002,77.30921882 BC BRPL",88
10818,"28.61928998,77.31311373 BC BRPL",88
10819,"28.62332961,77.31843641 BC BRPL",88
10820,"28.6199,77.28600345 BC BRPL",88
10821,"28.62155022,77.12224415 BC BRPL",88
10822,"28.61765756,77.11968327 BC BRPL",88
10823,"28.62302299,77.11479356 BC BRPL",88
10824,"28.62430289,77.12568399 BC BRPL",88
10825,"28.63233917,77.12787462 BC BRPL",88
10826,"28.62768656,77.12303764 BC BRPL",88
10827,"28.63050956,77.12555921 BC BRPL",88
10828,"28.62124249,77.12026932 BC BRPL",88
10829,"28.62340131,77.12063112 BC BRPL",88
10830,"28.62146607,77.12235633 BC BRPL",88
10831,"28.61978389,77.11683222 BC BRPL",88
10832,"28.62008705,77.11725891 BC BRPL",88
10833,"28.61906108,77.11706344 BC BRPL",88
10834,"28.62625764,77.12581613 BC BRPL",88
10835,"28.62636415,77.12677561 BC BRPL",88
10836,"28.70052898,77.15809672 BC BRPL",88
10837,"28.70044736,77.14866243 BC BRPL",88
10838,"28.7104792,77.15180514 BC BRPL",88
10839,"28.71252347,77.14884172 BC BRPL",88
10840,"28.72057154,77.15984719 BC BRPL",88
10841,"28.71795067,77.16289829 BC BRPL",88
10842,"28.71023921,77.16973449 BC BRPL",88
10843,"28.71424423,77.16135333 BC BRPL",88
10844,"28.72009117,77.14262795 BC BRPL",88
10845,"28.72699385,77.14828492 BC BRPL",88
10846,"28.72827372,77.14797257 BC BRPL",88
10847,"28.7215241,77.15066 BC BRPL",88
10848,"28.64470004,77.08057016 BC BRPL",88
10849,"28.63221651,77.07736412 BC BRPL",88
10850,"28.62978734,77.07233801 BC BRPL",88
10851,"28.64147038,77.08445914 BC BRPL",88
10852,"28.64401502,77.09215419 BC BRPL",88
10853,"28.64270166,77.09399301 BC BRPL",88
10854,"28.64153034,77.10610337 BC BRPL",88
10855,"28.59212456,77.08921572 BC BRPL",88
10856,"28.6034408,77.30669019 BC BRPL",88
10857,"28.60563686,77.30590994 BC BRPL",88
10858,"28.60761428,77.30589383 BC BRPL",88
10859,"28.60838883,77.30859743 BC BRPL",88
10860,"28.60887753,77.31322296 BC BRPL",88
10861,"28.6102919,77.3156853 BC BRPL",88
10862,"28.61683026,77.31161684 BC BRPL",88
10863,"28.60805388,77.30459435 BC BRPL",88
10864,"28.59859993,77.30557305 BC BRPL",88
10865,"28.60118638,77.30411606 BC BRPL",88
10866,"28.70154877,77.08547435 BC BRPL",88
10867,"28.70076892,77.08675032 BC BRPL",88
10868,"28.70000901,77.08194146 BC BRPL",88
10869,"28.70112986,77.07906828 BC BRPL",88
10870,"28.70100674,77.0755608 BC BRPL",88
10871,"28.69929874,77.07478759 BC BRPL",88
10872,"28.69611534,77.07356861 BC BRPL",88
10873,"28.70040292,77.08421982 BC BRPL",88
10874,"28.69570886,77.07422641 BC BRPL",88
10875,"28.69269909,77.06940834 BC BRPL",88
10876,"28.68672997,77.06856785 BC BRPL",88
10877,"28.68868226,77.06681389 BC BRPL",88
10878,"28.68786399,77.06635931 BC BRPL",88
10879,"28.57884101,77.03075072 BC BRPL",88
10880,"28.57908871,77.0231446 BC BRPL",88
10881,"28.59806418,77.08505509 BC BRPL",88
10882,"28.60341491,77.10173902 BC BRPL",88
10883,"28.59157724,77.08540497 BC BRPL",88
10884,"28.66958509,77.16885368 BC BRPL",88
10885,"28.60175768,77.10446385 BC BRPL",88
10886,"28.66998796,77.16902048 BC BRPL",88
10887,"28.67092265,77.16266135 BC BRPL",88
10888,"28.66276549,77.19153451 BC BRPL",88
10889,"28.66704289,77.20180319 BC BRPL",88
10890,"28.64875032,77.20120868 BC BRPL",88
10891,"28.65023179,77.20074047 BC BRPL",88
10892,"28.72741594,77.17612476 BC BRPL",88
10893,"28.72457612,77.16087847 BC BRPL",88
10894,"28.71660913,77.16930454 BC BRPL",88
10895,"28.7208149,77.17048153 BC BRPL",88
10896,"28.72770808,77.16698338 BC BRPL",88
10897,"28.7244841,77.17106261 BC BRPL",88
10898,"28.66274916,77.19904336 BC BRPL",88
10899,"28.66379105,77.19692927 BC BRPL",88
10900,"28.66824324,77.17510442 BC BRPL",88
10901,"28.66696743,77.17565975 BC BRPL",88
10902,"28.6664572,77.17520928 BC BRPL",88
10903,"28.66728973,77.17303837 BC BRPL",88
10904,"28.66861456,77.18975676 BC BRPL",88
10905,"28.65079363,77.19706528 BC BRPL",88
10906,"28.55419077,77.15607273 BC BRPL",88
10907,"28.52541581,77.16307785 BC BRPL",88
10908,"28.51135083,77.17653135 BC BRPL",88
10909,"28.51182617,77.1772658 BC BRPL",88
10910,"28.51204285,77.12069932 BC BRPL",88
10911,"28.51591238,77.11832965 BC BRPL",88
10912,"28.51253201,77.12282038 BC BRPL",88
10913,"28.55140014,77.17772124 BC BRPL",88
10914,"28.59043398,77.22844223 BC BRPL",88
10915,"28.58617271,77.22708583 BC BRPL",88
10916,"28.56304062,77.23095076 BC BRPL",88
10917,"28.67620587,77.26892374 BC BRPL",88
10918,"28.67560669,77.26462363 BC BRPL",88
10919,"28.72446641,77.16848778 BC BRPL",88
10920,"28.72382321,77.17398353 BC BRPL",88
10921,"28.72261251,77.17074303 BC BRPL",88
10922,"28.67966515,77.16722033 BC BRPL",88
10923,"28.68216108,77.16581126 BC BRPL",88
10924,"28.6782602,77.16803488 BC BRPL",88
10925,"28.67747499,77.17105876 BC BRPL",88
10926,"28.67793482,77.17339685 BC BRPL",88
10927,"28.67968254,77.17293728 BC BRPL",88
10928,"28.68300432,77.16862542 BC BRPL",88
10929,"28.68803204,77.17283258 BC BRPL",88
10930,"28.69266738,77.18017432 BC BRPL",88
10931,"28.69369792,77.18128452 BC BRPL",88
10932,"28.67967363,77.18080553 BC BRPL",88
10933,"28.68243279,77.18906982 BC BRPL",88
10934,"28.68303221,77.18566773 BC BRPL",88
10935,"28.70205121,77.17698501 BC BRPL",88
10936,"28.70196902,77.17392495 BC BRPL",88
10937,"28.7007389,77.17048588 BC BRPL",88
10938,"28.70156044,77.17454611 BC BRPL",88
10939,"28.70002855,77.17348881 BC BRPL",88
10940,"28.70098982,77.17319074 BC BRPL",88
10941,"28.70214072,77.17292799 BC BRPL",88
10942,"28.70300599,77.17382868 BC BRPL",88
10943,"28.70288821,77.17360307 BC BRPL",88
10944,"28.70396766,77.17265978 BC BRPL",88
10945,"28.69684708,77.16410357 BC BRPL",88
10946,"28.69924736,77.16473899 BC BRPL",88
10947,"28.69841939,77.16044669 BC BRPL",88
10948,"28.66183318,77.11995915 BC BRPL",88
10949,"28.6748783,77.11382034 BC BRPL",88
10950,"28.66352999,77.1300063 BC BRPL",88
10951,"28.66152967,77.12861023 BC BRPL",88
10952,"28.66374333,77.11819393 BC BRPL",88
10953,"28.65972435,77.11319204 BC BRPL",88
10954,"28.65978944,77.11284199 BC BRPL",88
10955,"28.65408428,77.10970664 BC BRPL",88
10956,"28.65487752,77.10929922 BC BRPL",88
10957,"28.65259222,77.11670866 BC BRPL",88
10958,"28.64778214,77.11616119 BC BRPL",88
10959,"28.56937832,77.25529512 BC BRPL",88
10960,"28.56799502,77.25584827 BC BRPL",88
10961,"28.56612749,77.25387373 BC BRPL",88
10962,"28.56661029,77.25878162 BC BRPL",88
10963,"28.56219623,77.26228523 BC BRPL",88
10964,"28.56143337,77.26458951 BC BRPL",88
10965,"28.55888778,77.26467245 BC BRPL",88
10966,"28.55404141,77.27160361 BC BRPL",88
10967,"28.55332928,77.27189941 BC BRPL",88
10968,"28.55049837,77.27405955 BC BRPL",88
10969,"28.53140236,77.26061927 BC BRPL",88
10970,"28.52915389,77.25875328 BC BRPL",88
10971,"28.54172091,77.26169084 BC BRPL",88
10972,"28.54221741,77.26419386 BC BRPL",88
10973,"28.54350094,77.25654863 BC BRPL",88
10974,"28.52123722,77.24358402 BC BRPL",88
10975,"28.51815492,77.24370666 BC BRPL",88
10976,"28.51699297,77.23936459 BC BRPL",88
10977,"28.5147524,77.23307338 BC BRPL",88
10978,"28.50883289,77.23571943 BC BRPL",88
10979,"28.50731807,77.23757789 BC BRPL",88
10980,"28.52243807,77.23708744 BC BRPL",88
10981,"28.5267204,77.2386401 BC BRPL",88
10982,"28.67454266,77.20239865 BC BRPL",88
10983,"28.6777799,77.20813885 BC BRPL",88
10984,"28.69953817,77.22127102 BC BRPL",88
10985,"28.70367811,77.22293267 BC BRPL",88
10986,"28.70823724,77.22393227 BC BRPL",88
10987,"28.70777979,77.22201875 BC BRPL",88
10988,"28.70483115,77.22092624 BC BRPL",88
10989,"28.7150713,77.22863929 BC BRPL",88
10990,"28.71233635,77.22979429 BC BRPL",88
10991,"28.71625621,77.21983714 BC BRPL",88
10992,"28.7153519,77.2226012 BC BRPL",88
10993,"28.69344536,77.09991193 CC BRPL",88
10994,"28.69597385,77.09918359 CC BRPL",88
10995,"28.67997521,77.08154951 CC BRPL",88
10996,"28.69840523,77.11153449 CC BRPL",88
10997,"28.68228683,77.09233359 CC BRPL",88
10998,"28.69405988,77.08354217 CC BRPL",88
10999,"28.6946276,77.0844118 CC BRPL",88
11000,"28.68275553,77.09475338 CC BRPL",88
11001,"28.69039837,77.08970953 CC BRPL",88
11002,"28.67671899,77.08059751 CC BRPL",88
11003,"28.69631178,77.08042576 CC BRPL",88
11004,"28.68389581,77.07724622 CC BRPL",88
11005,"28.68868175,77.09297139 CC BRPL",88
11006,"28.6826779,77.09420223 CC BRPL",88
11007,"28.65579949,77.1057248 CC BRPL",88
11008,"28.64508116,77.10551606 CC BRPL",88
11009,"28.64391494,77.10596862 CC BRPL",88
11010,"28.52738808,77.06569123 CC BRPL",88
11011,"28.5360826,77.13467949 CC BRPL",88
11012,"28.52560373,77.12509479 CC BRPL",88
11013,"28.53844657,77.13631786 CC BRPL",88
11014,"28.53507119,77.14362864 CC BRPL",88
11015,"28.53355539,77.09160657 CC BRPL",88
11016,"28.64888546,77.10614749 CC BRPL",88
11017,"28.55216253,77.13544462 CC BRPL",88
11018,"28.69454608,77.07645314 CC BRPL",88
11019,"28.68233219,77.0893255 CC BRPL",88
11020,"28.6547157,77.10597722 CC BRPL",88
11021,"28.53906022,77.21043847 CC BRPL",88
11022,"28.53697105,77.20900229 CC BRPL",88
11023,"28.53213661,77.20156775 CC BRPL",88
11024,"28.53362271,77.2224504 CC BRPL",88
11025,"28.53581638,77.2207832 CC BRPL",88
11026,"28.56497968,77.28501132 CC BRPL",88
11027,"28.57230509,77.26771808 CC BRPL",88
11028,"28.5290469,77.30272806 CC BRPL",88
11029,"28.53976479,77.29898525 CC BRPL",88
11030,"28.62198291,77.24636356 CC BRPL",88
11031,"28.63334321,77.24249372 CC BRPL",88
11032,"28.59514557,77.24330561 CC BRPL",88
11033,"28.63902286,77.24488584 CC BRPL",88
11034,"28.57771862,77.25484451 CC BRPL",88
11035,"28.60974247,77.24866435 CC BRPL",88
11036,"28.61242711,77.25047823 CC BRPL",88
11037,"28.51066471,77.30490374 CC BRPL",88
11038,"28.50714839,77.30087735 CC BRPL",88
11039,"28.50632229,77.31279603 CC BRPL",88
11040,"28.48436734,77.31316529 CC BRPL",88
11041,"28.45642873,77.14305803 CC BRPL",88
11042,"28.44792258,77.14205601 CC BRPL",88
11043,"28.44976997,77.14382468 CC BRPL",88
11044,"28.45143995,77.14496532 CC BRPL",88
11045,"28.45041378,77.14675926 CC BRPL",88
11046,"28.43143713,77.2274402 CC BRPL",88
11047,"28.4798004,77.19115228 CC BRPL",88
11048,"28.47169753,77.19144247 CC BRPL",88
11049,"28.50711653,77.1768683 CC BRPL",88
11050,"28.70148628,77.19297159 CC BRPL",88
11051,"28.70194578,77.19497227 CC BRPL",88
11052,"28.69826249,77.19541776 CC BRPL",88
11053,"28.69380741,77.19321337 CC BRPL",88
11054,"28.69781585,77.18260804 CC BRPL",88
11055,"28.70079406,77.17966793 CC BRPL",88
11056,"28.7053611,77.17962334 CC BRPL",88
11057,"28.70386832,77.1793679 CC BRPL",88
11058,"28.70463546,77.17876677 CC BRPL",88
11059,"28.70500137,77.17815253 CC BRPL",88
11060,"28.70362298,77.1806753 CC BRPL",88
11061,"28.68207639,77.19063635 CC BRPL",88
11062,"28.70327524,77.17846813 CC BRPL",88
11063,"28.6890786,77.19073494 CC BRPL",88
11064,"28.68372699,77.18934357 CC BRPL",88
11065,"28.68729904,77.18762487 CC BRPL",88
11066,"28.68706714,77.19906964 CC BRPL",88
11067,"28.67100086,77.18746645 CC BRPL",88
11068,"28.67799375,77.1924073 CC BRPL",88
11069,"28.67425285,77.19429357 CC BRPL",88
11070,"28.67972331,77.19151397 CC BRPL",88
11071,"28.70014283,77.22614316 CC BRPL",88
11072,"28.69855509,77.2263134 CC BRPL",88
11073,"28.69578188,77.22582926 CC BRPL",88
11074,"28.70158189,77.22826791 CC BRPL",88
11075,"28.69042803,77.22462308 CC BRPL",88
11076,"28.66837794,77.21229018 CC BRPL",88
11077,"28.66943928,77.21389812 CC BRPL",88
11078,"28.66621889,77.23246989 CC BRPL",88
11079,"28.66082555,77.23952491 CC BRPL",88
11080,"28.66486045,77.22076544 CC BRPL",88
11081,"28.6605421,77.23789815 CC BRPL",88
11082,"28.67869142,77.32557095 CC BRPL",88
11083,"28.68167137,77.3299873 CC BRPL",88
11084,"28.68663948,77.32695163 CC BRPL",88
11085,"28.68740539,77.32661472 CC BRPL",88
11086,"28.68576505,77.32581672 CC BRPL",88
11087,"28.68693211,77.33038984 CC BRPL",88
11088,"28.6890741,77.32936627 CC BRPL",88
11089,"28.68896665,77.33024013 CC BRPL",88
11090,"28.69220671,77.32622131 CC BRPL",88
11091,"28.69340084,77.32708464 CC BRPL",88
11092,"28.69138208,77.32446984 CC BRPL",88
11093,"28.69259917,77.32605443 CC BRPL",88
11094,"28.67461409,77.32369675 CC BRPL",88
11095,"28.67500987,77.32151035 CC BRPL",88
11096,"28.67384206,77.31486407 CC BRPL",88
11097,"28.67409131,77.31951146 CC BRPL",88
11098,"28.67117714,77.3104005 CC BRPL",88
11099,"28.66875607,77.30707912 CC BRPL",88
11100,"28.68017293,77.3198185 CC BRPL",88
11101,"28.67980511,77.31955614 CC BRPL",88
11102,"28.67953746,77.32030675 CC BRPL",88
11103,"28.67735757,77.30533507 CC BRPL",88
11104,"28.67860689,77.32041359 CC BRPL",88
11105,"28.67860899,77.31662544 CC BRPL",88
11106,"28.67824313,77.31583798 CC BRPL",88
11107,"28.67510986,77.29825169 CC BRPL",88
11108,"28.67451656,77.29467393 CC BRPL",88
11109,"28.67700391,77.30175502 CC BRPL",88
11110,"28.68458031,77.3172742 CC BRPL",88
11111,"28.69349143,77.30189062 CC BRPL",88
11112,"28.69446824,77.30190933 CC BRPL",88
11113,"28.69732519,77.30202162 CC BRPL",88
11114,"28.69593666,77.31060453 CC BRPL",88
11115,"28.70335644,77.28598124 CC BRPL",88
11116,"28.69668904,77.31604092 CC BRPL",88
11117,"28.6953719,77.3182397 CC BRPL",88
11118,"28.69331039,77.31762463 CC BRPL",88
11119,"28.64146465,77.26964526 CC BRPL",88
11120,"28.6362164,77.27051018 CC BRPL",88
11121,"28.6302424,77.29027662 CC BRPL",88
11122,"28.62889541,77.28854032 CC BRPL",88
11123,"28.64949564,77.27304465 CC BRPL",88
11124,"28.64924924,77.2725304 CC BRPL",88
11125,"28.65527797,77.26508047 CC BRPL",88
11126,"28.65624032,77.2687876 CC BRPL",88
11127,"28.65938438,77.29365255 CC BRPL",88
11128,"28.66795461,77.30131436 CC BRPL",88
11129,"28.65397334,77.31674801 CC BRPL",88
11130,"28.63880512,77.29251503 CC BRPL",88
11131,"28.64069772,77.28332734 CC BRPL",88
11132,"28.64344626,77.29032873 CC BRPL",88
11133,"28.63423976,77.30704579 CC BRPL",88
11134,"28.6333362,77.30773765 CC BRPL",88
11135,"28.73115907,77.17111522 CC BRPL",88
11136,"28.72891604,77.17274319 CC BRPL",88
11137,"28.73395437,77.17074225 CC BRPL",88
11138,"28.73486816,77.16817991 CC BRPL",88
11139,"28.73168949,77.16587945 CC BRPL",88
11140,"28.7411583,77.16088652 CC BRPL",88
11141,"28.73982299,77.16177727 CC BRPL",88
11142,"28.74056806,77.16167167 CC BRPL",88
11143,"28.74902509,77.1481955 CC BRPL",88
11144,"28.74440895,77.14822592 CC BRPL",88
11145,"28.74025037,77.14425751 CC BRPL",88
11146,"28.7380095,77.14554936 CC BRPL",88
11147,"28.73524351,77.14067239 CC BRPL",88
11148,"28.65042307,77.20965208 CC BRPL",88
11149,"28.64339155,77.20705881 CC BRPL",88
11150,"28.64386992,77.20480797 CC BRPL",88
11151,"28.65014392,77.14892351 CC BRPL",88
11152,"28.65288207,77.15293871 CC BRPL",88
11153,"28.63920712,77.14118117 CC BRPL",88
11154,"28.63785056,77.14138459 CC BRPL",88
11155,"28.623492,77.15704536 CC BRPL",88
11156,"28.62269057,77.16125969 CC BRPL",88
11157,"28.63928307,77.17464269 CC BRPL",88
11158,"28.63443762,77.14206654 CC BRPL",88
11159,"28.63507425,77.13562054 CC BRPL",88
11160,"28.63341087,77.13527599 CC BRPL",88
11161,"28.63296017,77.1352252 CC BRPL",88
11162,"28.63321355,77.13393213 CC BRPL",88
11163,"28.62465889,77.1439296 CC BRPL",88
11164,"28.63791328,77.14069566 CC BRPL",88
11165,"28.63053318,77.13654728 CC BRPL",88
11166,"28.63548117,77.14520092 CC BRPL",88
11167,"28.63679185,77.14340235 CC BRPL",88
11168,"28.63380273,77.14620062 CC BRPL",88
11169,"28.63244662,77.14247063 CC BRPL",88
11170,"28.63026412,77.14299376 CC BRPL",88
11171,"28.62869511,77.14338107 CC BRPL",88
11172,"28.66239429,77.0954171 CC BRPL",88
11173,"28.66193343,77.09306621 CC BRPL",88
11174,"28.65819707,77.09395349 CC BRPL",88
11175,"28.66413283,77.10512076 CC BRPL",88
11176,"28.66161107,77.11020034 CC BRPL",88
11177,"28.66189645,77.10766575 CC BRPL",88
11178,"28.69277708,77.11581295 CC BRPL",88
11179,"28.69159958,77.12471661 CC BRPL",88
11180,"28.67839419,77.12714496 CC BRPL",88
11181,"28.68294848,77.09598917 CC BRPL",88
11182,"28.74363447,77.13773289 CC BRPL",88
11183,"28.74111367,77.13759007 CC BRPL",88
11184,"28.74810802,77.13036816 CC BRPL",88
11185,"28.57787678,77.24823231 CC BRPL",88
11186,"28.57783918,77.24960754 CC BRPL",88
11187,"28.57498837,77.25171306 CC BRPL",88
11188,"28.57166971,77.25125113 CC BRPL",88
11189,"28.57022356,77.25152719 CC BRPL",88
11190,"28.56886032,77.25195775 CC BRPL",88
11191,"28.58008427,77.25104103 CC BRPL",88
11192,"28.56917144,77.25022383 CC BRPL",88
11193,"28.63967179,77.23204106 CC BRPL",88
11194,"28.63736325,77.23275472 CC BRPL",88
11195,"28.6399722,77.22917068 CC BRPL",88
11196,"28.63834949,77.23386321 CC BRPL",88
11197,"28.63731552,77.23349774 CC BRPL",88
11198,"28.63782812,77.2336715 CC BRPL",88
11199,"28.6286916,77.23787068 CC BRPL",88
11200,"28.63246251,77.06257969 CC BRPL",88
11201,"28.63311027,77.06287004 CC BRPL",88
11202,"28.6435179,77.07082821 CC BRPL",88
11203,"28.63930598,77.06407022 CC BRPL",88
11204,"28.63779455,77.0615173 CC BRPL",88
11205,"28.64087781,77.06845982 CC BRPL",88
11206,"28.68190793,77.15074011 CC BRPL",88
11207,"28.68352232,77.15150395 CC BRPL",88
11208,"28.67441991,77.14509912 CC BRPL",88
11209,"28.6727011,77.15173325 CC BRPL",88
11210,"28.68070943,77.14928992 CC BRPL",88
11211,"28.68147386,77.14436497 CC BRPL",88
11212,"28.68862793,77.15650389 CC BRPL",88
11213,"28.68319597,77.16365136 CC BRPL",88
11214,"28.69100383,77.14823956 CC BRPL",88
11215,"28.68985429,77.14140885 CC BRPL",88
11216,"28.6982591,77.13788036 CC BRPL",88
11217,"28.6875927,77.15123244 CC BRPL",88
11218,"28.63813616,77.13035924 CC BRPL",88
11219,"28.64128268,77.13210432 CC BRPL",88
11220,"28.65395041,77.13463805 CC BRPL",88
11221,"28.65767937,77.13799664 CC BRPL",88
11222,"28.66048611,77.13670928 CC BRPL",88
11223,"28.66080122,77.12988671 CC BRPL",88
11224,"28.66574255,77.13661826 CC BRPL",88
11225,"28.66770173,77.14623945 CC BRPL",88
11226,"28.61417082,77.3117913 CC BRPL",88
11227,"28.61587709,77.31735316 CC BRPL",88
11228,"28.61508028,77.31487982 CC BRPL",88
11229,"28.61686464,77.32073358 CC BRPL",88
11230,"28.61882961,77.31498698 CC BRPL",88
11231,"28.61956286,77.33403742 CC BRPL",88
11232,"28.61298328,77.29176453 CC BRPL",88
11233,"28.61193609,77.29258041 CC BRPL",88
11234,"28.6187317,77.29014051 CC BRPL",88
11235,"28.62440614,77.30182383 CC BRPL",88
11236,"28.62213881,77.30358876 CC BRPL",88
11237,"28.62102002,77.30921882 CC BRPL",88
11238,"28.61928998,77.31311373 CC BRPL",88
11239,"28.62332961,77.31843641 CC BRPL",88
11240,"28.6199,77.28600345 CC BRPL",88
11241,"28.62155022,77.12224415 CC BRPL",88
11242,"28.61765756,77.11968327 CC BRPL",88
11243,"28.62302299,77.11479356 CC BRPL",88
11244,"28.62430289,77.12568399 CC BRPL",88
11245,"28.63233917,77.12787462 CC BRPL",88
11246,"28.62768656,77.12303764 CC BRPL",88
11247,"28.63050956,77.12555921 CC BRPL",88
11248,"28.62124249,77.12026932 CC BRPL",88
11249,"28.62340131,77.12063112 CC BRPL",88
11250,"28.62146607,77.12235633 CC BRPL",88
11251,"28.61978389,77.11683222 CC BRPL",88
11252,"28.62008705,77.11725891 CC BRPL",88
11253,"28.61906108,77.11706344 CC BRPL",88
11254,"28.62625764,77.12581613 CC BRPL",88
11255,"28.62636415,77.12677561 CC BRPL",88
11256,"28.70052898,77.15809672 CC BRPL",88
11257,"28.70044736,77.14866243 CC BRPL",88
11258,"28.7104792,77.15180514 CC BRPL",88
11259,"28.71252347,77.14884172 CC BRPL",88
11260,"28.72057154,77.15984719 CC BRPL",88
11261,"28.71795067,77.16289829 CC BRPL",88
11262,"28.71023921,77.16973449 CC BRPL",88
11263,"28.71424423,77.16135333 CC BRPL",88
11264,"28.72009117,77.14262795 CC BRPL",88
11265,"28.72699385,77.14828492 CC BRPL",88
11266,"28.72827372,77.14797257 CC BRPL",88
11267,"28.7215241,77.15066 CC BRPL",88
11268,"28.64470004,77.08057016 CC BRPL",88
11269,"28.63221651,77.07736412 CC BRPL",88
11270,"28.62978734,77.07233801 CC BRPL",88
11271,"28.64147038,77.08445914 CC BRPL",88
11272,"28.64401502,77.09215419 CC BRPL",88
11273,"28.64270166,77.09399301 CC BRPL",88
11274,"28.64153034,77.10610337 CC BRPL",88
11275,"28.59212456,77.08921572 CC BRPL",88
11276,"28.6034408,77.30669019 CC BRPL",88
11277,"28.60563686,77.30590994 CC BRPL",88
11278,"28.60761428,77.30589383 CC BRPL",88
11279,"28.60838883,77.30859743 CC BRPL",88
11280,"28.60887753,77.31322296 CC BRPL",88
11281,"28.6102919,77.3156853 CC BRPL",88
11282,"28.61683026,77.31161684 CC BRPL",88
11283,"28.60805388,77.30459435 CC BRPL",88
11284,"28.59859993,77.30557305 CC BRPL",88
11285,"28.60118638,77.30411606 CC BRPL",88
11286,"28.70154877,77.08547435 CC BRPL",88
11287,"28.70076892,77.08675032 CC BRPL",88
11288,"28.70000901,77.08194146 CC BRPL",88
11289,"28.70112986,77.07906828 CC BRPL",88
11290,"28.70100674,77.0755608 CC BRPL",88
11291,"28.69929874,77.07478759 CC BRPL",88
11292,"28.69611534,77.07356861 CC BRPL",88
11293,"28.70040292,77.08421982 CC BRPL",88
11294,"28.69570886,77.07422641 CC BRPL",88
11295,"28.69269909,77.06940834 CC BRPL",88
11296,"28.68672997,77.06856785 CC BRPL",88
11297,"28.68868226,77.06681389 CC BRPL",88
11298,"28.68786399,77.06635931 CC BRPL",88
11299,"28.57884101,77.03075072 CC BRPL",88
11300,"28.57908871,77.0231446 CC BRPL",88
11301,"28.59806418,77.08505509 CC BRPL",88
11302,"28.60341491,77.10173902 CC BRPL",88
11303,"28.59157724,77.08540497 CC BRPL",88
11304,"28.66958509,77.16885368 CC BRPL",88
11305,"28.60175768,77.10446385 CC BRPL",88
11306,"28.66998796,77.16902048 CC BRPL",88
11307,"28.67092265,77.16266135 CC BRPL",88
11308,"28.66276549,77.19153451 CC BRPL",88
11309,"28.66704289,77.20180319 CC BRPL",88
11310,"28.64875032,77.20120868 CC BRPL",88
11311,"28.65023179,77.20074047 CC BRPL",88
11312,"28.72741594,77.17612476 CC BRPL",88
11313,"28.72457612,77.16087847 CC BRPL",88
11314,"28.71660913,77.16930454 CC BRPL",88
11315,"28.7208149,77.17048153 CC BRPL",88
11316,"28.72770808,77.16698338 CC BRPL",88
11317,"28.7244841,77.17106261 CC BRPL",88
11318,"28.66274916,77.19904336 CC BRPL",88
11319,"28.66379105,77.19692927 CC BRPL",88
11320,"28.66824324,77.17510442 CC BRPL",88
11321,"28.66696743,77.17565975 CC BRPL",88
11322,"28.6664572,77.17520928 CC BRPL",88
11323,"28.66728973,77.17303837 CC BRPL",88
11324,"28.66861456,77.18975676 CC BRPL",88
11325,"28.65079363,77.19706528 CC BRPL",88
11326,"28.55419077,77.15607273 CC BRPL",88
11327,"28.52541581,77.16307785 CC BRPL",88
11328,"28.51135083,77.17653135 CC BRPL",88
11329,"28.51182617,77.1772658 CC BRPL",88
11330,"28.51204285,77.12069932 CC BRPL",88
11331,"28.51591238,77.11832965 CC BRPL",88
11332,"28.51253201,77.12282038 CC BRPL",88
11333,"28.55140014,77.17772124 CC BRPL",88
11334,"28.59043398,77.22844223 CC BRPL",88
11335,"28.58617271,77.22708583 CC BRPL",88
11336,"28.56304062,77.23095076 CC BRPL",88
11337,"28.67620587,77.26892374 CC BRPL",88
11338,"28.67560669,77.26462363 CC BRPL",88
11339,"28.72446641,77.16848778 CC BRPL",88
11340,"28.72382321,77.17398353 CC BRPL",88
11341,"28.72261251,77.17074303 CC BRPL",88
11342,"28.67966515,77.16722033 CC BRPL",88
11343,"28.68216108,77.16581126 CC BRPL",88
11344,"28.6782602,77.16803488 CC BRPL",88
11345,"28.67747499,77.17105876 CC BRPL",88
11346,"28.67793482,77.17339685 CC BRPL",88
11347,"28.67968254,77.17293728 CC BRPL",88
11348,"28.68300432,77.16862542 CC BRPL",88
11349,"28.68803204,77.17283258 CC BRPL",88
11350,"28.69266738,77.18017432 CC BRPL",88
11351,"28.69369792,77.18128452 CC BRPL",88
11352,"28.67967363,77.18080553 CC BRPL",88
11353,"28.68243279,77.18906982 CC BRPL",88
